epoch,loss,data_loss,pde_loss,loss_E_bc,loss_dE_bc
2012,0.017241621389985085,0.2035408467054367,0.017240362241864204,6.262908247567367e-11,1.2586050388563308e-06
2013,0.012010950595140457,0.208608940243721,0.01200991403311491,4.5958941513601914e-11,1.0368131597715546e-06
2014,0.004462595097720623,0.20906980335712433,0.004461444914340973,3.6332135217032047e-11,1.1501552990011987e-06
2015,0.003499512327834964,0.20801043510437012,0.0034977435134351254,5.561315991053917e-11,1.7688021216599736e-06
2016,0.007317184936255217,0.2026791125535965,0.007316290400922298,4.669347200558782e-11,8.944836622504226e-07
2017,0.012524427846074104,0.20517833530902863,0.012522440403699875,6.351636577806019e-11,1.98785210159258e-06
2018,0.016082366928458214,0.20947791635990143,0.016080502420663834,5.6465169345765176e-11,1.8649283219929202e-06
2019,0.01006912812590599,0.20690198242664337,0.010068192146718502,4.210545453964265e-11,9.360276749248442e-07
2020,0.0038621388375759125,0.2063400149345398,0.003860641736537218,4.574431805570711e-11,1.4970211168474634e-06
2021,0.0036113655660301447,0.206501767039299,0.003609822131693363,6.053513246229159e-11,1.5435269915542449e-06
2022,0.005550128407776356,0.20846587419509888,0.005549288354814053,3.9075596924842415e-11,8.401335094276874e-07
2023,0.004049104172736406,0.20715557038784027,0.004047626629471779,6.009585884481083e-11,1.477499040447583e-06
2024,0.0029242252930998802,0.20905111730098724,0.0029226052574813366,4.597477606949063e-11,1.6199221590795787e-06
2025,0.0054904986172914505,0.20498090982437134,0.005489311181008816,4.2116737181130404e-11,1.187470616059727e-06
2026,0.007692606188356876,0.20303422212600708,0.007691760081797838,4.0532945055904435e-11,8.463228482469276e-07
2027,0.0057494426146149635,0.20855063199996948,0.005748562514781952,4.4908778085162027e-11,8.801961257631774e-07
2028,0.003016893984749913,0.20480312407016754,0.0030151279643177986,6.289645887447293e-11,1.7660202047409257e-06
2029,0.003433511359617114,0.20715034008026123,0.003432643134146929,4.8464295077099706e-11,8.681152507961087e-07
2030,0.005382084287703037,0.20496493577957153,0.005380830727517605,6.119542372839959e-11,1.2537410611912492e-06
2031,0.005312017165124416,0.20582659542560577,0.0053115179762244225,4.283336185739728e-11,4.993183324586425e-07
2032,0.003727271221578121,0.20530511438846588,0.003726355265825987,3.7279436482240413e-11,9.15904763587605e-07
2033,0.0029830934945493937,0.20795810222625732,0.0029814725276082754,4.020615437805297e-11,1.6210735793720232e-06
2034,0.0047535947524011135,0.2068733125925064,0.004752227105200291,4.048734958406186e-11,1.367457002743322e-06
2035,0.005845239851623774,0.20761507749557495,0.005844521336257458,4.409213272271728e-11,7.183368779806187e-07
2036,0.004474699031561613,0.20734171569347382,0.004473695531487465,4.7505391981284006e-11,1.0037222182290861e-06
2037,0.0027333619073033333,0.20907153189182281,0.0027322242967784405,3.75854000700393e-11,1.1375203712304938e-06
2038,0.0031632171012461185,0.20348136126995087,0.0031622853130102158,3.63666839697796e-11,9.317757871940557e-07
2039,0.003972318954765797,0.20642884075641632,0.00397154688835144,5.219262869116115e-11,7.718963388470002e-07
2040,0.0032683692406862974,0.20897889137268066,0.003267580410465598,3.6933792829652035e-11,7.88770705639763e-07
2041,0.0028023466002196074,0.20193392038345337,0.0028006993234157562,5.117425580514201e-11,1.6472491779495613e-06
2042,0.0032030572183430195,0.2079976201057434,0.003201826475560665,3.692979255731643e-11,1.2306620646995725e-06
2043,0.004578441847115755,0.20524485409259796,0.004577595740556717,4.044279494630487e-11,8.459241485070379e-07
2044,0.0049377186223864555,0.20751021802425385,0.004936704877763987,4.902083253210954e-11,1.0137296158063691e-06
2045,0.004516344051808119,0.20709289610385895,0.004515068605542183,3.621079130988747e-11,1.2756272553815506e-06
2046,0.0037158329505473375,0.2022266983985901,0.0037152315489947796,3.9111276717296306e-11,6.012853077663749e-07
2047,0.002467763377353549,0.20529532432556152,0.0024668178521096706,4.1364300873425464e-11,9.455092708776647e-07
2048,0.002769812708720565,0.20538322627544403,0.0027688140980899334,4.269612094431885e-11,9.985330962081207e-07
2049,0.0033368400763720274,0.20338241755962372,0.003335620742291212,4.626994967726894e-11,1.2192871281513362e-06
2050,0.0029266001656651497,0.2036789506673813,0.0029259626753628254,4.882258833327491e-11,6.375283874149318e-07
2051,0.002583724446594715,0.20452265441417694,0.0025825246702879667,3.589398916981068e-11,1.199753910441359e-06
2052,0.0023643465247005224,0.20470522344112396,0.0023635579273104668,3.594479228152814e-11,7.885230957072054e-07
2053,0.0022884816862642765,0.21247422695159912,0.0022878164891153574,3.658250438687283e-11,6.652742285950808e-07
2054,0.002549160039052367,0.20951129496097565,0.0025480566546320915,3.4867143894334873e-11,1.1032853990400326e-06
2055,0.0024763233959674835,0.2100185751914978,0.002475195564329624,5.834649430269678e-11,1.1279466889391188e-06
2056,0.002645071828737855,0.2048402577638626,0.00264317006804049,6.087833709367274e-11,1.9018427792616421e-06
2057,0.002845068695023656,0.20397372543811798,0.0028442353941500187,4.633874534087923e-11,8.332858101312013e-07
2058,0.0026796208694577217,0.20488423109054565,0.002678921213373542,5.947035919273702e-11,6.995817329880083e-07
2059,0.002684664214029908,0.2064795047044754,0.0026836316101253033,4.319101326588637e-11,1.0325536550226388e-06
2060,0.0030086447950452566,0.20960384607315063,0.0030069081112742424,6.251887202379791e-11,1.736719127620745e-06
2061,0.0030515133403241634,0.20578987896442413,0.0030502707231789827,6.183108886004263e-11,1.2426562534528784e-06
2062,0.002806203905493021,0.20841944217681885,0.002805258147418499,4.7560178018102306e-11,9.458066756451444e-07
2063,0.0023708308581262827,0.2049199938774109,0.002369365654885769,5.00808040870826e-11,1.4652305253548548e-06
2064,0.002946467138826847,0.20595377683639526,0.0029451511800289154,5.381146223060185e-11,1.315888198405446e-06
2065,0.0037814711686223745,0.2090153694152832,0.003779787803068757,5.234903829864912e-11,1.683291770859796e-06
2066,0.0038510984741151333,0.20620597898960114,0.0038496041670441628,4.9808837609965906e-11,1.494278990321618e-06
2067,0.0030203452333807945,0.20829136669635773,0.00301939295604825,5.514428497166435e-11,9.52329116898909e-07
2068,0.002592510310932994,0.2082013338804245,0.002591122407466173,5.329572547174699e-11,1.3879678135708673e-06
2069,0.0031612154562026262,0.20295584201812744,0.0031599681824445724,6.59172369465999e-11,1.2472497701310203e-06
2070,0.003995016682893038,0.21330295503139496,0.003994150552898645,3.809761187079097e-11,8.662830737193872e-07
2071,0.004246571566909552,0.20407766103744507,0.004245130345225334,4.005238848914239e-11,1.4412481732506421e-06
2072,0.0031617670319974422,0.21030955016613007,0.003160006133839488,5.4865178372720536e-11,1.7608469988772413e-06
2073,0.0027287022676318884,0.20970122516155243,0.0027266275137662888,5.5565774204069385e-11,2.0747938833665103e-06
2074,0.0030943003948777914,0.20019304752349854,0.003093026578426361,4.857121302381806e-11,1.273826114811527e-06
2075,0.004567554220557213,0.20816437900066376,0.004566206131130457,4.759191998826573e-11,1.34792651351745e-06
2076,0.005236431956291199,0.20746685564517975,0.005235710181295872,4.372327500057338e-11,7.219917392831121e-07
2077,0.00415707565844059,0.2048959583044052,0.004156025126576424,4.4039411006835394e-11,1.0505883665246074e-06
2078,0.0031278408132493496,0.20467960834503174,0.0031267795711755753,3.9861825645859383e-11,1.0612948244670406e-06
2079,0.002061742590740323,0.2070416659116745,0.002060907892882824,4.055668648139665e-11,8.346047479790286e-07
2080,0.0026428885757923126,0.2059769183397293,0.002641890663653612,3.7931040253180726e-11,9.978115258491016e-07
2081,0.0035993698984384537,0.20967872440814972,0.0035987431183457375,3.827908823250681e-11,6.268666083997232e-07
2082,0.0035819076001644135,0.20622217655181885,0.0035806167870759964,3.766277567596177e-11,1.290867885472835e-06
2083,0.003166674403473735,0.20583981275558472,0.0031658473890274763,3.6555064530929826e-11,8.270088187600777e-07
2084,0.0023941274266690016,0.2089720517396927,0.0023928917944431305,3.7818536496869726e-11,1.2357035075183376e-06
2085,0.002879461972042918,0.20557840168476105,0.0028782840818166733,5.226633362220845e-11,1.177805074803473e-06
2086,0.003241062629967928,0.20717723667621613,0.0032397645991295576,3.512029903007807e-11,1.2979639905097429e-06
2087,0.003685501404106617,0.20352967083454132,0.0036837919615209103,5.502273289770265e-11,1.7095018165491638e-06
2088,0.0032169106416404247,0.2044011950492859,0.003216354176402092,3.993250174971763e-11,5.564893967857643e-07
2089,0.002941363025456667,0.2069251984357834,0.002939986065030098,4.1012318541255866e-11,1.3769392808171688e-06
2090,0.002801808761432767,0.20614826679229736,0.0028005484491586685,4.1245052512239866e-11,1.260425960936118e-06
2091,0.002699214033782482,0.21169662475585938,0.002698100870475173,6.262111662547198e-11,1.113153757614782e-06
2092,0.003211688483133912,0.20446889102458954,0.0032108351588249207,4.407334566747245e-11,8.532647370884661e-07
2093,0.0031084842048585415,0.20871813595294952,0.0031074401922523975,6.279541470144423e-11,1.0439079005664098e-06
2094,0.0024190284311771393,0.20864351093769073,0.00241739209741354,4.4117532543852533e-11,1.6362755559384823e-06
2095,0.0028346600010991096,0.20392145216464996,0.002833304461091757,5.5319204078640993e-11,1.3554302995544276e-06
2096,0.0029189290944486856,0.204060897231102,0.0029175346717238426,4.1848999959848143e-11,1.3944261354481569e-06
2097,0.002846399089321494,0.20650172233581543,0.0028456987347453833,5.2072148676307606e-11,7.002600455052743e-07
2098,0.0025200380478054285,0.20768751204013824,0.0025191744789481163,5.072569447817088e-11,8.63493085034861e-07
2099,0.0024619726464152336,0.20364214479923248,0.0024603218771517277,4.701604383594571e-11,1.650731178415299e-06
2100,0.0030900079291313887,0.20459628105163574,0.0030888787005096674,5.85738332836705e-11,1.1293100214970764e-06
2101,0.0034273043274879456,0.20931322872638702,0.0034269720781594515,3.718048091627679e-11,3.3226370987904374e-07
2102,0.0034917353186756372,0.2040778547525406,0.003490116912871599,4.3848698977333456e-11,1.6184472997338162e-06
2103,0.00303604151122272,0.20561228692531586,0.0030352966859936714,5.1961688424251307e-11,7.448699079759535e-07
2104,0.0029425229877233505,0.20818333327770233,0.002941829152405262,3.771652087869448e-11,6.938201408956957e-07
2105,0.002690215827897191,0.20955955982208252,0.002688908251002431,6.063200636008403e-11,1.3075267588646966e-06
2106,0.0024415734224021435,0.20412881672382355,0.0024402274284511805,3.9617104735656383e-11,1.3459394949677517e-06
2107,0.002576320432126522,0.20551081001758575,0.0025749937631189823,4.887662843899854e-11,1.326572714788199e-06
2108,0.0026454844046384096,0.20630423724651337,0.002644650172442198,4.9500979704131254e-11,8.342129831362399e-07
2109,0.0022474643774330616,0.2020677775144577,0.0022461547050625086,6.2308228021557e-11,1.3097328519506846e-06
2110,0.0028469141107052565,0.20527593791484833,0.0028458540327847004,5.6692522204526696e-11,1.0600132327454048e-06
2111,0.002545725554227829,0.20695042610168457,0.002544329734519124,5.976058536916184e-11,1.3959315765532665e-06
2112,0.0023480430245399475,0.20178557932376862,0.0023471275344491005,4.416838769727427e-11,9.154230156127596e-07
2113,0.002402201294898987,0.2066945880651474,0.0024013349320739508,4.9375160210418656e-11,8.663186008561752e-07
2114,0.00243317405693233,0.2026558667421341,0.002432428300380707,3.637096179787136e-11,7.458596655851579e-07
2115,0.002611305331811309,0.20912404358386993,0.002609881339594722,5.5403917564866845e-11,1.4239099073165562e-06
2116,0.0032107532024383545,0.20509470999240875,0.0032100267708301544,4.420449423170325e-11,7.265164754244324e-07
2117,0.004205537028610706,0.20351438224315643,0.004204593598842621,5.8118683476937605e-11,9.436337222723523e-07
2118,0.004480232484638691,0.2054511457681656,0.004479710012674332,4.779389384257371e-11,5.22518291745655e-07
2119,0.0033292388543486595,0.20639057457447052,0.003327447921037674,5.479424206034089e-11,1.7910443830260192e-06
2120,0.002334397053346038,0.20640332996845245,0.0023336573503911495,3.578210644450408e-11,7.397558761113032e-07
2121,0.0026492890901863575,0.21319985389709473,0.0026480078231543303,5.0727179401466316e-11,1.2812032537112827e-06
2122,0.0038020689971745014,0.20391128957271576,0.003801364917308092,3.569643886036644e-11,7.041109029159998e-07
2123,0.004328202456235886,0.21077483892440796,0.004326897207647562,5.823773407964694e-11,1.3050405414105626e-06
2124,0.0035012776497751474,0.20399844646453857,0.003499924670904875,6.109206890370089e-11,1.3529175930671045e-06
2125,0.0025821912568062544,0.20340031385421753,0.0025811181403696537,3.924586003400954e-11,1.0731047268563998e-06
2126,0.0022810434456914663,0.20506441593170166,0.002279997803270817,3.913662449672728e-11,1.0455950132381986e-06
2127,0.0027024149894714355,0.2037860006093979,0.002701269229874015,4.05580118101323e-11,1.1458715789558482e-06
2128,0.0031892021652311087,0.2077251523733139,0.003187799360603094,4.051807500626836e-11,1.4028200894244947e-06
2129,0.0027888400945812464,0.20904426276683807,0.0027873951476067305,5.7858884350281414e-11,1.4450361049966887e-06
2130,0.002397773787379265,0.20176710188388824,0.002396903932094574,3.647892404812225e-11,8.697530233803263e-07
2131,0.003214562777429819,0.20455168187618256,0.0032132435590028763,4.18751214259494e-11,1.3191202015150338e-06
2132,0.004794131964445114,0.20934633910655975,0.004793216474354267,5.0504374987658807e-11,9.155648967862362e-07
2133,0.005348332691937685,0.20488077402114868,0.005347191356122494,5.637994585083739e-11,1.1414302889534156e-06
2134,0.005299407057464123,0.20664644241333008,0.005298208445310593,5.415798018382212e-11,1.1986094250460155e-06
2135,0.0046789017505943775,0.20260117948055267,0.004677722230553627,3.462950065591386e-11,1.179532546302653e-06
2136,0.004009591415524483,0.21007364988327026,0.004008191637694836,4.043799670117032e-11,1.3998732129039126e-06
2137,0.003741523949429393,0.2037370353937149,0.0037406394258141518,3.863661821035258e-11,8.844146464070946e-07
2138,0.0032722519244998693,0.20495103299617767,0.0032709422521293163,5.941992037294952e-11,1.309646108893503e-06
2139,0.002559170126914978,0.20532138645648956,0.0025579920038580894,4.322227645237042e-11,1.1780142585848807e-06
2140,0.0026867534033954144,0.20766906440258026,0.0026858868077397346,4.555709975928579e-11,8.665153927722713e-07
2141,0.002828015247359872,0.20565299689769745,0.002827306278049946,3.982444235495208e-11,7.089773248480924e-07
2142,0.003033762564882636,0.21012254059314728,0.0030330163426697254,3.46745930579484e-11,7.463064548574039e-07
2143,0.002897021360695362,0.2067466527223587,0.0028955198358744383,3.7881402875639125e-11,1.5015438066257047e-06
2144,0.002696576528251171,0.20100314915180206,0.0026955411303788424,3.971184145412643e-11,1.0354378900956362e-06
2145,0.002886670408770442,0.2071993201971054,0.0028841772582381964,5.931603819231412e-11,2.4932503492891556e-06
2146,0.003018841613084078,0.20376519858837128,0.0030176390428096056,5.3437594627059326e-11,1.202514567921753e-06
2147,0.0028120228089392185,0.20554709434509277,0.002810414880514145,6.214068148935326e-11,1.6079953866210417e-06
2148,0.002917303703725338,0.20622332394123077,0.002916286699473858,4.898653011009557e-11,1.016961618915957e-06
2149,0.0023860943038016558,0.20958127081394196,0.0023849699646234512,5.5992599445886526e-11,1.1243213293710141e-06
2150,0.0027629940304905176,0.20469976961612701,0.0027621230110526085,3.8034769778150235e-11,8.710431416147912e-07
2151,0.003235470736399293,0.20649681985378265,0.003234308445826173,3.8678928115931654e-11,1.1623648106251494e-06
2152,0.0029567063320428133,0.20553754270076752,0.002955798292532563,4.310885676206411e-11,9.080715130949102e-07
2153,0.00252288649789989,0.20791476964950562,0.0025213800836354494,5.0414422636535505e-11,1.5064889566929196e-06
2154,0.0028148856945335865,0.20407919585704803,0.002813945058733225,3.82812982702152e-11,9.405347896063176e-07
2155,0.003099762136116624,0.20695890486240387,0.003098878310993314,3.687464222856818e-11,8.837842528919282e-07
2156,0.0031930969562381506,0.21187536418437958,0.0031921868212521076,5.0460278316899476e-11,9.102300850827305e-07
2157,0.0031963041983544827,0.2033514529466629,0.003194844350218773,5.408375483573202e-11,1.4597799236071296e-06
2158,0.0025793742388486862,0.20475780963897705,0.0025774803943932056,5.724900761783225e-11,1.8937961385745439e-06
2159,0.002193141495808959,0.20558732748031616,0.0021920278668403625,4.696578889684666e-11,1.1135865634059883e-06
2160,0.002753679873421788,0.2039651870727539,0.0027527001220732927,5.440694422764736e-11,9.79675519374723e-07
2161,0.003682319773361087,0.20358218252658844,0.0036812927573919296,4.228838806907831e-11,1.0269736776535865e-06
2162,0.0036282739602029324,0.21018846333026886,0.0036267819814383984,5.783033427131379e-11,1.4920244666427607e-06
2163,0.0031473124399781227,0.20690380036830902,0.0031460984610021114,3.742205850754132e-11,1.214078679367958e-06
2164,0.0024976206477731466,0.2047896385192871,0.0024964415933936834,5.950798881437791e-11,1.179117589344969e-06
2165,0.002287045121192932,0.20746029913425446,0.002285924507305026,4.995542868257985e-11,1.1205731880181702e-06
2166,0.0027869311161339283,0.20518310368061066,0.002785799093544483,3.372096352149967e-11,1.1321319561830023e-06
2167,0.003280770732089877,0.20825736224651337,0.0032795167062431574,4.481766693875677e-11,1.2540201623778557e-06
2168,0.002579635940492153,0.20805585384368896,0.002577854786068201,5.620434673225816e-11,1.7811785255616996e-06
2169,0.0022517594043165445,0.2065594345331192,0.00225094985216856,3.668423551039801e-11,8.096537840174278e-07
2170,0.0023236090783029795,0.2012356072664261,0.0023226102348417044,4.977584316945283e-11,9.9891235549876e-07
2171,0.0027884910814464092,0.21409070491790771,0.0027869739569723606,5.928240537356189e-11,1.5170302276601433e-06
2172,0.0029372202698141336,0.20806525647640228,0.002935616299510002,5.369916317166101e-11,1.604021690582158e-06
2173,0.0021549006924033165,0.20906496047973633,0.0021538613364100456,5.3445779052418985e-11,1.039444214256946e-06
2174,0.0025051480624824762,0.20168383419513702,0.002504319418221712,5.913035339144557e-11,8.286812658298004e-07
2175,0.003172336844727397,0.20622189342975616,0.0031708229798823595,5.2262437433281406e-11,1.5137640048124013e-06
2176,0.0037933122366666794,0.21099813282489777,0.003792287316173315,4.2893716356573464e-11,1.0248244279864593e-06
2177,0.0034800043795257807,0.20464743673801422,0.003478973638266325,6.305143213092279e-11,1.0307772981832386e-06
2178,0.0033019862603396177,0.20688915252685547,0.003301318734884262,4.0084921493210857e-11,6.675903705399833e-07
2179,0.002677996177226305,0.20822298526763916,0.002676341449841857,5.881088671610968e-11,1.6548286794204614e-06
2180,0.0021491663064807653,0.20662008225917816,0.002148253610357642,4.344708620651616e-11,9.126829354499932e-07
2181,0.002934624208137393,0.20265376567840576,0.0029335133731365204,5.465219943268096e-11,1.1108980970675475e-06
2182,0.0042337533086538315,0.19977319240570068,0.004232960287481546,3.620656205405304e-11,7.93241667906841e-07
2183,0.0085673239082098,0.20783229172229767,0.008566174656152725,4.511054377265289e-11,1.149317199633515e-06
2184,0.015871098265051842,0.209248349070549,0.015870200470089912,3.3252879616529896e-11,8.97486359008326e-07
2185,0.015157805755734444,0.2096741795539856,0.015156525187194347,4.606307349441785e-11,1.2808261544705601e-06
2186,0.007833108305931091,0.20021605491638184,0.007832116447389126,4.116604973569693e-11,9.917604302245309e-07
2187,0.004034708719700575,0.20472180843353271,0.004033813253045082,3.5595165703838916e-11,8.954471582001133e-07
2188,0.0022297478280961514,0.20596064627170563,0.0022288658656179905,5.163647634476298e-11,8.818993819659227e-07
2189,0.002251486759632826,0.20800606906414032,0.0022502345964312553,3.9891222269883286e-11,1.2521833241407876e-06
2190,0.0029789081308990717,0.2075745314359665,0.0029775667935609818,5.8053169910143865e-11,1.341314828096074e-06
2191,0.003308760467916727,0.20917092263698578,0.0033067497424781322,4.91490736997946e-11,2.0106467673031148e-06
2192,0.0031768460758030415,0.20911218225955963,0.0031760213896632195,3.6720630008924005e-11,8.246125275945815e-07
2193,0.002870062366127968,0.20624522864818573,0.0028692728374153376,5.207399095263909e-11,7.896036890997493e-07
2194,0.002397464355453849,0.20527000725269318,0.0023960431572049856,4.8517839051909206e-11,1.4212438372851466e-06
2195,0.0028607232961803675,0.20898427069187164,0.002859190572053194,5.3577073333421765e-11,1.532626811240334e-06
2196,0.0026613669469952583,0.20731355249881744,0.0026603681035339832,6.014407027965518e-11,9.989057616621722e-07
2197,0.002833548467606306,0.20719534158706665,0.0028318259865045547,4.812285292477014e-11,1.7225340798177058e-06
2198,0.0032198659610003233,0.2072971910238266,0.003218463622033596,5.529042848562149e-11,1.4024501524545485e-06
2199,0.002913158852607012,0.2053333967924118,0.0029125697910785675,3.847457075156768e-11,5.891197361052036e-07
2200,0.003126631025224924,0.20218969881534576,0.0031259353272616863,3.8623056142217393e-11,6.957972686905123e-07
2201,0.002319765742868185,0.20577488839626312,0.002318931045010686,4.319581498046787e-11,8.346097501998884e-07
2202,0.0025276611559093,0.20250703394412994,0.002526794793084264,3.4710300605977906e-11,8.662747177368146e-07
2203,0.0026032153982669115,0.21137402951717377,0.0026023227255791426,3.9647885669014116e-11,8.926517125473765e-07
2204,0.0025017934385687113,0.20290981233119965,0.002500229747965932,5.949082892975355e-11,1.563618525324273e-06
2205,0.002489091595634818,0.20742498338222504,0.0024880298878997564,3.5989454472140636e-11,1.0616807912811055e-06
2206,0.0027371046599000692,0.20911799371242523,0.002736326539888978,3.977193921422817e-11,7.781387694194564e-07
2207,0.0025043566711246967,0.20618431270122528,0.0025035219732671976,6.142152758625841e-11,8.347376478923252e-07
2208,0.002440474461764097,0.2057923525571823,0.0024392877239733934,5.071001951684195e-11,1.186820895782148e-06
2209,0.0031126521062105894,0.20505715906620026,0.003111605765298009,3.682782898084547e-11,1.046328293341503e-06
2210,0.003134336555376649,0.21417595446109772,0.0031333426013588905,5.061996308231009e-11,9.939936944647343e-07
2211,0.002090932335704565,0.20634466409683228,0.0020901651587337255,5.233587868636036e-11,7.672372817069117e-07
2212,0.0035362415947020054,0.20489256083965302,0.003534589894115925,4.1186425797645754e-11,1.651808474889549e-06
2213,0.00400848314166069,0.20222516357898712,0.004007807932794094,3.714922466868664e-11,6.750398142685299e-07
2214,0.0035208151675760746,0.2015262395143509,0.0035198379773646593,3.9777896254644673e-11,9.771518989509786e-07
2215,0.004018866922706366,0.2107439488172531,0.0040182629600167274,5.962755983413004e-11,6.040780817784253e-07
2216,0.005218454636633396,0.20728974044322968,0.005217202007770538,4.071004991446081e-11,1.25275403206615e-06
2217,0.004919594153761864,0.20284706354141235,0.0049179247580468655,4.768757264073109e-11,1.669218590905075e-06
2218,0.0041803885251283646,0.2081425040960312,0.004179106559604406,6.406448288531763e-11,1.281797381125216e-06
2219,0.003991900943219662,0.20792503654956818,0.003991066478192806,3.856922420331088e-11,8.342371415892558e-07
2220,0.0029205172322690487,0.205164834856987,0.002918523969128728,5.389472201855483e-11,1.9931794668082148e-06
2221,0.0024274394381791353,0.20239174365997314,0.002426398918032646,5.4475202126980093e-11,1.0404475005998393e-06
2222,0.0021601528860628605,0.20720724761486053,0.0021593677811324596,4.853210888722259e-11,7.850338192838535e-07
2223,0.0023926084395498037,0.20598600804805756,0.002391303423792124,6.49500869753794e-11,1.305082832914195e-06
2224,0.002627071924507618,0.21085864305496216,0.002625739434733987,3.6528564895110804e-11,1.332579131485545e-06
2225,0.003155433339998126,0.20196157693862915,0.0031545120291411877,4.084967433759523e-11,9.21269247555756e-07
2226,0.0032585079316049814,0.2053193897008896,0.003257374744862318,4.287570298799892e-11,1.1332676876918413e-06
2227,0.0032119755633175373,0.2086649388074875,0.0032107725273817778,4.793042698847394e-11,1.2030897096337867e-06
2228,0.0029856024775654078,0.2082768827676773,0.00298368651419878,5.762472096715321e-11,1.91587969311513e-06
2229,0.003052513813599944,0.20529049634933472,0.003051470499485731,4.105534315290704e-11,1.0433949455546099e-06
2230,0.00362908816896379,0.20711161196231842,0.0036273649893701077,5.636421884780418e-11,1.723140826470626e-06
2231,0.004654705990105867,0.20829062163829803,0.004652921576052904,5.884099457675873e-11,1.784493179002311e-06
2232,0.005692214239388704,0.20984870195388794,0.005690489895641804,6.128364482549387e-11,1.7243748970940942e-06
2233,0.005231114104390144,0.20527887344360352,0.005230299197137356,4.41555611518929e-11,8.149963264258986e-07
2234,0.0046385531313717365,0.20501582324504852,0.00463744904845953,6.25669793752337e-11,1.104081206904084e-06
2235,0.004843300674110651,0.20909297466278076,0.004841900896281004,5.781797610127093e-11,1.3997330370330019e-06
2236,0.0063077365048229694,0.20543627440929413,0.006306812167167664,4.059564143177319e-11,9.241445013685734e-07
2237,0.010204814374446869,0.20331664383411407,0.010202860459685326,6.046475126142425e-11,1.9541407709766645e-06
2238,0.0161745585501194,0.20417280495166779,0.016173668205738068,5.73243050250305e-11,8.90697833710874e-07
2239,0.03200599178671837,0.20348887145519257,0.03200497478246689,5.139830228095832e-11,1.0170933819608763e-06
2240,0.059067368507385254,0.2079663872718811,0.05906568467617035,4.5736921194805547e-11,1.6820921473481576e-06
2241,0.06757480651140213,0.20587317645549774,0.06757380068302155,6.067622099203973e-11,1.0050713399323286e-06
2242,0.04644792899489403,0.20824117958545685,0.04644714295864105,3.85610848807616e-11,7.854989689803915e-07
2243,0.020931052044034004,0.2010904997587204,0.020930007100105286,3.7639578953641006e-11,1.0455919436935801e-06
2244,0.01011900044977665,0.20151107013225555,0.01011815294623375,5.330969693462251e-11,8.474449941786588e-07
2245,0.005224047228693962,0.2073662430047989,0.005223238840699196,4.2677361644649636e-11,8.0834485061132e-07
2246,0.002898456994444132,0.20738719403743744,0.0028970406856387854,5.475058253989751e-11,1.416319378222397e-06
2247,0.0023875287733972073,0.2062065601348877,0.0023861953523010015,4.5868014247885114e-11,1.3334090454009129e-06
2248,0.0035361212212592363,0.20041178166866302,0.0035353293642401695,4.157185012898523e-11,7.918744699964009e-07
2249,0.005880230106413364,0.2103322148323059,0.005879349075257778,3.833391937213548e-11,8.812612577457912e-07
2250,0.010389955714344978,0.21140985190868378,0.010388894937932491,3.8328614587745946e-11,1.0609721812215867e-06
2251,0.011201315559446812,0.2063564509153366,0.011200375854969025,4.5676379345493956e-11,9.395369033882162e-07
2252,0.00875796377658844,0.20782731473445892,0.008756784722208977,5.119516269247448e-11,1.1787052471845527e-06
2253,0.004659040831029415,0.20313696563243866,0.004657323472201824,5.7378466561397445e-11,1.7173974811157677e-06
2254,0.002775892149657011,0.20469842851161957,0.002774761989712715,5.811524872445517e-11,1.1301888207526645e-06
2255,0.002254515653476119,0.2114398330450058,0.002253265120089054,3.950872962121821e-11,1.2504783626354765e-06
2256,0.0037276470102369785,0.21128612756729126,0.003726640250533819,5.088057405955304e-11,1.0068187066281098e-06
2257,0.007069083862006664,0.20293444395065308,0.007067950442433357,3.629181330455644e-11,1.1333548854963738e-06
2258,0.014464473351836205,0.20615260303020477,0.014463568106293678,4.974929496137648e-11,9.049716140907549e-07
2259,0.022693714126944542,0.2069668024778366,0.02269316278398037,3.9243653465748096e-11,5.512831648957217e-07
2260,0.0320160835981369,0.2071809023618698,0.0320136733353138,6.94122398448016e-11,2.409635271760635e-06
2261,0.026148013770580292,0.2029903531074524,0.02614688128232956,4.7906605765701826e-11,1.132304873863177e-06
2262,0.018729785457253456,0.20542113482952118,0.018728064373135567,5.341956391125002e-11,1.7219788333022734e-06
2263,0.010542429983615875,0.20771284401416779,0.010541427880525589,5.4303297969404696e-11,1.0023273944170796e-06
2264,0.005554364528506994,0.2044399231672287,0.005553297698497772,5.0606289991872444e-11,1.0666042271623155e-06
2265,0.0033583296462893486,0.20466084778308868,0.003356512635946274,5.4805791849243946e-11,1.817080828914186e-06
2266,0.0022755975369364023,0.20514483749866486,0.002273897174745798,6.171173294600152e-11,1.7002578260871815e-06
2267,0.0021717422641813755,0.202528715133667,0.0021706121042370796,4.093111613534539e-11,1.1300545565973152e-06
2268,0.0027500165160745382,0.20267434418201447,0.0027484241873025894,5.519867202208317e-11,1.5924387071208912e-06
2269,0.003507656743749976,0.2112988978624344,0.0035068527795374393,3.716921909147075e-11,8.038485930228489e-07
2270,0.004301900044083595,0.20553617179393768,0.004301111679524183,5.0019405284373875e-11,7.884129331614531e-07
2271,0.004581352695822716,0.20525164902210236,0.004579644650220871,5.5354051203826415e-11,1.7080794805224286e-06
